Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Stage Detail 3,Age,Age Detail,Region,Gender,Grade,Nodal Status,Deprivation,Performance Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI,Net survival 84m,Net survival 84m LCI,Net survival 84m UCI,Kaplan-Meier survival 84m,Kaplan-Meier survival 84m LCI,Kaplan-Meier survival 84m UCI,Net survival 96m,Net survival 96m LCI,Net survival 96m UCI,Kaplan-Meier survival 96m,Kaplan-Meier survival 96m LCI,Kaplan-Meier survival 96m UCI
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,895,56550138,1.583,1.481,1.69,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,895,452,50.503,47.232,53.769,167,18.659,16.243,21.344,232,25.922,23.158,28.891,189,21.117,18.57,23.912,86,9.609,7.847,11.716,33,3.687,2.637,5.133,64,7.151,5.64,9.028,182,20.335,17.828,23.096,0,0,0,0.427,17,1.899,1.189,3.021,324,36.201,33.118,39.402,895,893,81.1,78.5,83.7,80.5,77.7,82.9,69,65.9,72.1,68,64.8,71,59.4,56.1,62.7,58.1,54.8,61.3,52,48.6,55.4,50.6,47.2,53.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,373,56550138,0.66,0.594,0.73,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,373,208,55.764,50.69,60.72,87,23.324,19.318,27.875,156,41.823,36.925,46.887,44,11.796,8.906,15.466,40,10.724,7.975,14.274,27,7.239,5.022,10.327,35,9.383,6.824,12.77,117,31.367,26.869,36.246,0,0,0,1.019,12,3.217,1.85,5.538,98,26.273,22.065,30.966,373,373,93.2,90.5,95.9,92.5,89.3,94.7,86.2,82.5,89.9,84.9,80.9,88.2,78.3,73.9,82.7,76.6,72,80.6,73.2,68.4,77.9,71.2,66.3,75.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,148,48870419,0.303,0.256,0.356,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,148,118,79.73,72.539,85.416,29,19.595,14.004,26.724,93,62.838,54.82,70.206,20,13.514,8.921,19.952,4,2.703,1.056,6.743,13,8.784,5.205,14.448,18,12.162,7.833,18.406,73,49.324,41.389,57.294,0,0,0,2.53,7,4.73,2.31,9.44,13,8.784,5.205,14.448,148,148,98.9,97,100.7,98.6,94.7,99.7,95,91.4,98.7,94.6,89.5,97.3,89.2,84,94.3,88.5,82.2,92.7,83.9,77.8,90,83.1,76,88.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,225,7679719,2.93,2.559,3.339,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,225,90,40,33.818,46.517,58,25.778,20.503,31.866,63,28,22.54,34.198,24,10.667,7.273,15.381,36,16,11.787,21.355,14,6.222,3.742,10.172,17,7.556,4.771,11.766,44,19.556,14.902,25.231,0,0,0,1.679,5,2.222,0.953,5.096,85,37.778,31.698,44.268,225,225,89.5,85.2,93.7,88.4,83.4,91.9,80.3,74.8,85.8,78.6,72.6,83.4,71.1,64.8,77.4,68.8,62.2,74.4,66.1,59.5,72.7,63.4,56.7,69.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,382,56550138,0.676,0.609,0.747,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,382,200,52.356,47.349,57.316,59,15.445,12.167,19.411,54,14.136,10.999,17.988,125,32.723,28.21,37.579,31,8.115,5.776,11.289,4,1.047,0.408,2.661,25,6.545,4.472,9.482,47,12.304,9.38,15.978,0,0,0,0.996,3,0.785,0.267,2.283,147,38.482,33.74,43.453,382,380,71,66.4,75.6,70.5,65.7,74.8,54.1,49,59.2,53.4,48.3,58.3,42.9,37.8,47.9,42.1,37.1,47,32.6,27.8,37.3,31.8,27.2,36.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,179,48870419,0.366,0.315,0.424,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,179,117,65.363,58.136,71.945,25,13.966,9.642,19.805,30,16.76,11.999,22.917,75,41.899,34.916,49.223,9,5.028,2.667,9.278,2,1.117,0.307,3.982,14,7.821,4.716,12.699,26,14.525,10.109,20.432,0,0,0,2.101,2,1.117,0.307,3.982,51,28.492,22.385,35.502,179,179,73.3,66.9,79.8,73.2,66.1,79.1,61.2,54,68.3,60.9,53.3,67.6,48.4,41,55.7,48,40.6,55.1,38.9,31.7,46,38.5,31.4,45.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,203,7679719,2.643,2.292,3.033,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,203,83,40.887,34.354,47.758,34,16.749,12.24,22.492,24,11.823,8.075,16.989,50,24.631,19.211,30.992,22,10.837,7.267,15.863,2,0.985,0.271,3.52,11,5.419,3.052,9.441,21,10.345,6.866,15.296,0,0,0,1.857,1,0.493,0.087,2.737,96,47.291,40.537,54.145,203,201,69,62.5,75.4,68.2,61.2,74.1,47.8,40.8,54.9,46.8,39.7,53.5,38,31.1,44.8,36.8,30.2,43.4,26.9,20.6,33.2,25.9,20,32.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,140,56550138,0.248,0.208,0.292,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,140,44,31.429,24.322,39.527,21,15,10.025,21.844,22,15.714,10.612,22.647,20,14.286,9.442,21.037,15,10.714,6.601,16.926,2,1.429,0.393,5.059,4,2.857,1.117,7.116,18,12.857,8.29,19.408,0,0,0,2.671,2,1.429,0.393,5.059,79,56.429,48.152,64.362,140,140,76.3,69.1,83.5,75.6,67.6,81.9,63.6,55.4,71.8,62.5,53.9,70,54,45.5,62.5,52.3,43.7,60.3,48.3,39.7,56.9,46.5,38,54.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Squamous cell carcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,39,56550138,0.069,0.049,0.094,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,39,9,23.077,12.646,38.336,12,30.769,18.566,46.421,2,5.128,1.418,16.886,3,7.692,2.651,20.321,8,20.513,10.78,35.534,0,0,0,8.967,4,10.256,4.061,23.579,2,5.128,1.418,16.886,0,0,0,8.967,0,0,0,8.967,22,56.41,40.976,70.695,39,38,66.6,51.6,81.6,65.8,48.5,78.5,46.1,30.2,61.9,44.7,28.7,59.5,.g,.g,.g,26.3,13.7,40.8,.g,.g,.g,21.1,9.9,35,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Oesophagogastric junction,Other,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,71,56550138,0.126,0.098,0.158,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,71,18,25.352,16.681,36.554,12,16.901,9.941,27.259,3,4.225,1.447,11.702,12,16.901,9.941,27.259,6,8.451,3.931,17.236,3,4.225,1.447,11.702,6,8.451,3.931,17.236,0,0,0,5.133,0,0,0,5.133,0,0,0,5.133,44,61.972,50.342,72.373,71,63,48,35.7,60.3,47.6,34.9,59.3,.g,.g,.g,20.6,11.7,31.3,.g,.g,.g,14.3,7,24,.e,.e,.e,9.5,3.9,18.2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,1190,56550138,2.104,1.986,2.227,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1190,306,25.714,23.312,28.273,248,20.84,18.628,23.24,77,6.471,5.208,8.013,126,10.588,8.965,12.465,101,8.487,7.034,10.207,25,2.101,1.427,3.083,129,10.84,9.198,12.734,34,2.857,2.052,3.966,1,0.084,0.015,0.474,17,1.429,0.894,2.276,757,63.613,60.84,66.299,1190,1055,60.3,57.3,63.3,59.7,56.7,62.6,46.5,43.4,49.6,45.6,42.6,48.6,37.3,34.3,40.3,36.5,33.5,39.4,31.2,28.3,34.1,30.2,27.5,33,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,519,56550138,0.918,0.84,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,519,181,34.875,30.899,39.072,121,23.314,19.88,27.14,62,11.946,9.432,15.02,84,16.185,13.267,19.6,55,10.597,8.233,13.541,20,3.854,2.508,5.877,56,10.79,8.403,13.753,32,6.166,4.401,8.575,1,0.193,0.034,1.083,9,1.734,0.915,3.263,262,50.482,46.193,54.764,519,517,73.6,69.7,77.5,72.9,68.8,76.5,57.8,53.5,62.2,56.8,52.4,61,47.9,43.5,52.4,46.8,42.5,51.1,41.8,37.4,46.2,40.6,36.3,44.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,148,56550138,0.262,0.221,0.307,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,148,61,41.216,33.606,49.271,46,31.081,24.183,38.937,40,27.027,20.521,34.696,13,8.784,5.205,14.448,18,12.162,7.833,18.406,13,8.784,5.205,14.448,21,14.189,9.472,20.719,20,13.514,8.921,19.952,0,0,0,2.53,7,4.73,2.31,9.44,56,37.838,30.425,45.866,148,147,95.3,91.6,99,94.5,89.3,97.2,87.8,82.2,93.5,86.3,79.6,90.9,81.3,74.5,88.1,79.5,71.9,85.2,73.9,66.3,81.5,71.9,63.9,78.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,66,48870419,0.135,0.104,0.172,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,66,38,57.576,45.561,68.757,17,25.758,16.749,37.433,29,43.939,32.628,55.917,9,13.636,7.343,23.93,4,6.061,2.382,14.573,7,10.606,5.233,20.312,7,10.606,5.233,20.312,16,24.242,15.509,35.809,0,0,0,5.5,6,9.091,4.233,18.449,17,25.758,16.749,37.433,66,66,100,100,100,100,100,100,95.8,90.7,100.9,95.4,86.4,98.5,93,86.5,99.4,92.3,82.5,96.7,88.5,80.5,96.5,87.7,76.9,93.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-3,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,82,7679719,1.068,0.849,1.325,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,82,23,28.049,19.477,38.585,29,35.366,25.886,46.156,11,13.415,7.659,22.445,4,4.878,1.913,11.881,14,17.073,10.452,26.642,6,7.317,3.396,15.058,14,17.073,10.452,26.642,4,4.878,1.913,11.881,0,0,0,4.475,1,1.22,0.216,6.589,39,47.561,37.105,58.235,82,81,91.3,84.8,97.8,90.1,81.2,94.9,81.4,72.3,90.5,79,68.4,86.4,71.9,61.4,82.5,69.1,57.8,78,62.1,50.8,73.5,59.3,47.8,69,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,253,56550138,0.447,0.394,0.506,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,253,105,41.502,35.602,47.656,57,22.53,17.815,28.066,12,4.743,2.734,8.106,65,25.692,20.699,31.411,26,10.277,7.11,14.632,0,0,0,1.496,29,11.462,8.1,15.977,10,3.953,2.161,7.122,1,0.395,0.07,2.205,1,0.395,0.07,2.205,121,47.826,41.749,53.968,253,253,62.9,56.9,68.8,62.5,56.2,68.1,43.1,37,49.3,42.7,36.5,48.7,31.3,25.5,37,30.8,25.2,36.6,24.2,18.9,29.5,23.7,18.7,29.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 00-69,Age 00-69,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,127,48870419,0.26,0.217,0.309,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,127,68,53.543,44.893,61.986,30,23.622,17.077,31.716,7,5.512,2.695,10.941,44,34.646,26.931,43.262,10,7.874,4.333,13.889,0,0,0,2.936,18,14.173,9.157,21.293,5,3.937,1.693,8.886,1,0.787,0.139,4.325,1,0.787,0.139,4.325,48,37.795,29.838,46.47,127,127,67.1,58.9,75.2,66.9,58,74.4,50.6,41.9,59.3,50.4,41.4,58.7,38.8,30.4,47.2,38.6,30.1,46.9,30.9,22.9,39,30.7,22.9,38.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Oesophageal and stomach,2020,Oesophagus,Overlapping lesion and unspecified,Adenocarcinoma,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Not split by Stage Detail 3,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,All,Not split by Performance Status,126,7679719,1.641,1.367,1.953,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,126,37,29.365,22.118,37.833,27,21.429,15.166,29.382,5,3.968,1.707,8.954,21,16.667,11.167,24.139,16,12.698,7.97,19.634,0,0,0,2.959,11,8.73,4.945,14.958,5,3.968,1.707,8.954,0,0,0,2.959,0,0,0,2.959,73,57.937,49.207,66.196,126,126,58.6,50,67.3,57.9,48.8,66,35.6,27.2,44,34.9,26.7,43.2,23.7,16.2,31.2,23,16.1,30.7,17.4,10.7,24.1,16.7,10.8,23.7,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
