"Year","Sex","ASR (World)","Cancer label","Country label","incmort"
1988,1,7.511529141,"Pancreas","England and Wales","Incidence"
1989,1,7.174489256,"Pancreas","England and Wales","Incidence"
1990,1,7.345251404,"Pancreas","England and Wales","Incidence"
1991,1,7.36652507,"Pancreas","England and Wales","Incidence"
1992,1,7.18224346,"Pancreas","England and Wales","Incidence"
1993,1,7.039077611,"Pancreas","England and Wales","Incidence"
1994,1,6.674215625,"Pancreas","England and Wales","Incidence"
1995,1,6.653034374,"Pancreas","England and Wales","Incidence"
1996,1,6.639911038,"Pancreas","England and Wales","Incidence"
1997,1,6.833138895,"Pancreas","England and Wales","Incidence"
1998,1,6.595714059,"Pancreas","England and Wales","Incidence"
1999,1,6.774817901,"Pancreas","England and Wales","Incidence"
2000,1,6.882450319,"Pancreas","England and Wales","Incidence"
2001,1,6.690733711,"Pancreas","England and Wales","Incidence"
2002,1,6.672432558,"Pancreas","England and Wales","Incidence"
2003,1,6.669673689,"Pancreas","England and Wales","Incidence"
2004,1,6.822151316,"Pancreas","England and Wales","Incidence"
2005,1,6.861350342,"Pancreas","England and Wales","Incidence"
2006,1,7.049844366,"Pancreas","England and Wales","Incidence"
2007,1,6.874073412,"Pancreas","England and Wales","Incidence"
2008,1,7.220023381,"Pancreas","England and Wales","Incidence"
2009,1,7.281947944,"Pancreas","England and Wales","Incidence"
2010,1,7.215017324,"Pancreas","England and Wales","Incidence"
2011,1,7.184146395,"Pancreas","England and Wales","Incidence"
2012,1,7.404599275,"Pancreas","England and Wales","Incidence"
2013,1,7.610770299,"Pancreas","England and Wales","Incidence"
2014,1,7.440583628,"Pancreas","England and Wales","Incidence"
2015,1,7.467157179,"Pancreas","England and Wales","Incidence"
2016,1,7.604763111,"Pancreas","England and Wales","Incidence"
2017,1,7.778295932,"Pancreas","England and Wales","Incidence"
1993,1,8.061258951,"Pancreas","Northern Ireland","Incidence"
1994,1,5.74887547,"Pancreas","Northern Ireland","Incidence"
1995,1,4.762804965,"Pancreas","Northern Ireland","Incidence"
1996,1,7.748514964,"Pancreas","Northern Ireland","Incidence"
1997,1,6.86079285,"Pancreas","Northern Ireland","Incidence"
1998,1,6.304583818,"Pancreas","Northern Ireland","Incidence"
1999,1,5.441018963,"Pancreas","Northern Ireland","Incidence"
2000,1,5.156168855,"Pancreas","Northern Ireland","Incidence"
2001,1,8.01791804,"Pancreas","Northern Ireland","Incidence"
2002,1,6.368646814,"Pancreas","Northern Ireland","Incidence"
2003,1,4.626835686,"Pancreas","Northern Ireland","Incidence"
2004,1,6.184974151,"Pancreas","Northern Ireland","Incidence"
2005,1,7.905405697,"Pancreas","Northern Ireland","Incidence"
2006,1,8.025108754,"Pancreas","Northern Ireland","Incidence"
2007,1,8.005864141,"Pancreas","Northern Ireland","Incidence"
2008,1,7.527688692,"Pancreas","Northern Ireland","Incidence"
2009,1,7.578925863,"Pancreas","Northern Ireland","Incidence"
2010,1,5.959246512,"Pancreas","Northern Ireland","Incidence"
2011,1,6.221701643,"Pancreas","Northern Ireland","Incidence"
2012,1,7.757210338,"Pancreas","Northern Ireland","Incidence"
2013,1,6.873062606,"Pancreas","Northern Ireland","Incidence"
1975,1,9.107678987,"Pancreas","Scotland","Incidence"
1976,1,8.803687767,"Pancreas","Scotland","Incidence"
1977,1,9.210586778,"Pancreas","Scotland","Incidence"
1978,1,8.612152898,"Pancreas","Scotland","Incidence"
1979,1,8.55054508,"Pancreas","Scotland","Incidence"
1980,1,8.825352273,"Pancreas","Scotland","Incidence"
1981,1,8.299533392,"Pancreas","Scotland","Incidence"
1982,1,8.137367082,"Pancreas","Scotland","Incidence"
1983,1,8.770412701,"Pancreas","Scotland","Incidence"
1984,1,9.203636892,"Pancreas","Scotland","Incidence"
1985,1,7.53827703,"Pancreas","Scotland","Incidence"
1986,1,7.934409983,"Pancreas","Scotland","Incidence"
1987,1,8.2091181,"Pancreas","Scotland","Incidence"
1988,1,7.906009607,"Pancreas","Scotland","Incidence"
1989,1,7.788357134,"Pancreas","Scotland","Incidence"
1990,1,8.518682023,"Pancreas","Scotland","Incidence"
1991,1,7.35342494,"Pancreas","Scotland","Incidence"
1992,1,8.032487871,"Pancreas","Scotland","Incidence"
1993,1,7.044385645,"Pancreas","Scotland","Incidence"
1994,1,6.865446639,"Pancreas","Scotland","Incidence"
1995,1,6.548766046,"Pancreas","Scotland","Incidence"
1996,1,8.199630947,"Pancreas","Scotland","Incidence"
1997,1,7.321722288,"Pancreas","Scotland","Incidence"
1998,1,6.956045941,"Pancreas","Scotland","Incidence"
1999,1,6.585938585,"Pancreas","Scotland","Incidence"
2000,1,7.557109945,"Pancreas","Scotland","Incidence"
2001,1,6.403052096,"Pancreas","Scotland","Incidence"
2002,1,6.639431576,"Pancreas","Scotland","Incidence"
2003,1,7.074450031,"Pancreas","Scotland","Incidence"
2004,1,6.44770903,"Pancreas","Scotland","Incidence"
2005,1,6.401659667,"Pancreas","Scotland","Incidence"
2006,1,6.450282372,"Pancreas","Scotland","Incidence"
2007,1,6.931497231,"Pancreas","Scotland","Incidence"
2008,1,7.245965358,"Pancreas","Scotland","Incidence"
2009,1,7.443461729,"Pancreas","Scotland","Incidence"
2010,1,6.8198282,"Pancreas","Scotland","Incidence"
2011,1,7.403629054,"Pancreas","Scotland","Incidence"
2012,1,7.433849126,"Pancreas","Scotland","Incidence"
2013,1,7.240796438,"Pancreas","Scotland","Incidence"
1955,1,6.459737825,"Pancreas","England and Wales","Mortality"
1956,1,6.397008754,"Pancreas","England and Wales","Mortality"
1957,1,6.505779057,"Pancreas","England and Wales","Mortality"
1958,1,6.753593289,"Pancreas","England and Wales","Mortality"
1959,1,7.046265811,"Pancreas","England and Wales","Mortality"
1960,1,6.922597704,"Pancreas","England and Wales","Mortality"
1961,1,6.895343886,"Pancreas","England and Wales","Mortality"
1962,1,6.845133494,"Pancreas","England and Wales","Mortality"
1963,1,7.249089731,"Pancreas","England and Wales","Mortality"
1964,1,7.576356406,"Pancreas","England and Wales","Mortality"
1965,1,7.495911711,"Pancreas","England and Wales","Mortality"
1966,1,7.706105675,"Pancreas","England and Wales","Mortality"
1967,1,7.59313108,"Pancreas","England and Wales","Mortality"
1968,1,8.012254042,"Pancreas","England and Wales","Mortality"
1969,1,8.142260975,"Pancreas","England and Wales","Mortality"
1970,1,8.038034789,"Pancreas","England and Wales","Mortality"
1971,1,8.132623021,"Pancreas","England and Wales","Mortality"
1972,1,8.098432068,"Pancreas","England and Wales","Mortality"
1973,1,7.999538171,"Pancreas","England and Wales","Mortality"
1974,1,8.006697497,"Pancreas","England and Wales","Mortality"
1975,1,8.367057685,"Pancreas","England and Wales","Mortality"
1976,1,7.99340798,"Pancreas","England and Wales","Mortality"
1977,1,8.102986489,"Pancreas","England and Wales","Mortality"
1978,1,8.333923122,"Pancreas","England and Wales","Mortality"
1979,1,8.514740865,"Pancreas","England and Wales","Mortality"
1980,1,8.477290157,"Pancreas","England and Wales","Mortality"
1981,1,7.894229917,"Pancreas","England and Wales","Mortality"
1982,1,7.578617561,"Pancreas","England and Wales","Mortality"
1983,1,7.767250476,"Pancreas","England and Wales","Mortality"
1984,1,7.829169966,"Pancreas","England and Wales","Mortality"
1985,1,7.742947364,"Pancreas","England and Wales","Mortality"
1986,1,7.465166418,"Pancreas","England and Wales","Mortality"
1987,1,7.51083123,"Pancreas","England and Wales","Mortality"
1988,1,7.194645985,"Pancreas","England and Wales","Mortality"
1989,1,7.21790841,"Pancreas","England and Wales","Mortality"
1990,1,7.249317592,"Pancreas","England and Wales","Mortality"
1991,1,7.02481741,"Pancreas","England and Wales","Mortality"
1992,1,6.985455725,"Pancreas","England and Wales","Mortality"
1993,1,6.769897794,"Pancreas","England and Wales","Mortality"
1994,1,6.461100825,"Pancreas","England and Wales","Mortality"
1995,1,6.43623375,"Pancreas","England and Wales","Mortality"
1996,1,6.515087099,"Pancreas","England and Wales","Mortality"
1997,1,6.350247066,"Pancreas","England and Wales","Mortality"
1998,1,6.262730665,"Pancreas","England and Wales","Mortality"
1999,1,6.266942481,"Pancreas","England and Wales","Mortality"
2000,1,6.538516264,"Pancreas","England and Wales","Mortality"
2001,1,6.197587591,"Pancreas","England and Wales","Mortality"
2002,1,6.287928235,"Pancreas","England and Wales","Mortality"
2003,1,6.472906815,"Pancreas","England and Wales","Mortality"
2004,1,6.188658269,"Pancreas","England and Wales","Mortality"
2005,1,6.260083036,"Pancreas","England and Wales","Mortality"
2006,1,6.538389128,"Pancreas","England and Wales","Mortality"
2007,1,6.542187443,"Pancreas","England and Wales","Mortality"
2008,1,6.456212715,"Pancreas","England and Wales","Mortality"
2009,1,6.522175164,"Pancreas","England and Wales","Mortality"
2010,1,6.339491617,"Pancreas","England and Wales","Mortality"
2011,1,6.726787238,"Pancreas","England and Wales","Mortality"
2012,1,6.623502584,"Pancreas","England and Wales","Mortality"
2013,1,6.490412405,"Pancreas","England and Wales","Mortality"
2014,1,6.589663746,"Pancreas","England and Wales","Mortality"
2015,1,6.484199302,"Pancreas","England and Wales","Mortality"
2016,1,6.835585161,"Pancreas","England and Wales","Mortality"
1955,1,5.246774163,"Pancreas","Northern Ireland","Mortality"
1956,1,5.535676941,"Pancreas","Northern Ireland","Mortality"
1957,1,7.607887887,"Pancreas","Northern Ireland","Mortality"
1958,1,5.900723757,"Pancreas","Northern Ireland","Mortality"
1959,1,7.693025599,"Pancreas","Northern Ireland","Mortality"
1960,1,5.541205564,"Pancreas","Northern Ireland","Mortality"
1961,1,7.204223029,"Pancreas","Northern Ireland","Mortality"
1962,1,6.895311588,"Pancreas","Northern Ireland","Mortality"
1963,1,5.352722546,"Pancreas","Northern Ireland","Mortality"
1964,1,7.338183963,"Pancreas","Northern Ireland","Mortality"
1965,1,8.521276615,"Pancreas","Northern Ireland","Mortality"
1966,1,6.785247283,"Pancreas","Northern Ireland","Mortality"
1967,1,5.52354031,"Pancreas","Northern Ireland","Mortality"
1968,1,7.636562854,"Pancreas","Northern Ireland","Mortality"
1969,1,7.514592683,"Pancreas","Northern Ireland","Mortality"
1970,1,9.010054674,"Pancreas","Northern Ireland","Mortality"
1971,1,7.941097487,"Pancreas","Northern Ireland","Mortality"
1972,1,8.233678821,"Pancreas","Northern Ireland","Mortality"
1973,1,5.800119537,"Pancreas","Northern Ireland","Mortality"
1974,1,8.624983214,"Pancreas","Northern Ireland","Mortality"
1975,1,9.4598184,"Pancreas","Northern Ireland","Mortality"
1976,1,9.16503195,"Pancreas","Northern Ireland","Mortality"
1977,1,8.343278567,"Pancreas","Northern Ireland","Mortality"
1978,1,10.76623986,"Pancreas","Northern Ireland","Mortality"
1979,1,8.548429545,"Pancreas","Northern Ireland","Mortality"
1980,1,8.030795451,"Pancreas","Northern Ireland","Mortality"
1981,1,7.216518345,"Pancreas","Northern Ireland","Mortality"
1982,1,6.386858876,"Pancreas","Northern Ireland","Mortality"
1983,1,7.067126365,"Pancreas","Northern Ireland","Mortality"
1984,1,6.086952104,"Pancreas","Northern Ireland","Mortality"
1985,1,7.569309446,"Pancreas","Northern Ireland","Mortality"
1986,1,7.47083132,"Pancreas","Northern Ireland","Mortality"
1987,1,5.558185118,"Pancreas","Northern Ireland","Mortality"
1988,1,7.383370596,"Pancreas","Northern Ireland","Mortality"
1989,1,7.007795776,"Pancreas","Northern Ireland","Mortality"
1990,1,7.556762962,"Pancreas","Northern Ireland","Mortality"
1991,1,7.632637925,"Pancreas","Northern Ireland","Mortality"
1992,1,6.369202281,"Pancreas","Northern Ireland","Mortality"
1993,1,6.338726406,"Pancreas","Northern Ireland","Mortality"
1994,1,6.270433882,"Pancreas","Northern Ireland","Mortality"
1995,1,5.909884861,"Pancreas","Northern Ireland","Mortality"
1996,1,6.753334635,"Pancreas","Northern Ireland","Mortality"
1997,1,6.768491221,"Pancreas","Northern Ireland","Mortality"
1998,1,7.709993255,"Pancreas","Northern Ireland","Mortality"
1999,1,6.492508195,"Pancreas","Northern Ireland","Mortality"
2000,1,6.272341351,"Pancreas","Northern Ireland","Mortality"
2001,1,6.866323966,"Pancreas","Northern Ireland","Mortality"
2002,1,8.304543327,"Pancreas","Northern Ireland","Mortality"
2003,1,5.397073099,"Pancreas","Northern Ireland","Mortality"
2004,1,5.435845509,"Pancreas","Northern Ireland","Mortality"
2005,1,6.718966248,"Pancreas","Northern Ireland","Mortality"
2006,1,6.960032089,"Pancreas","Northern Ireland","Mortality"
2007,1,8.263038157,"Pancreas","Northern Ireland","Mortality"
2008,1,8.255966795,"Pancreas","Northern Ireland","Mortality"
2009,1,7.495445805,"Pancreas","Northern Ireland","Mortality"
2010,1,5.825776007,"Pancreas","Northern Ireland","Mortality"
2011,1,5.762809223,"Pancreas","Northern Ireland","Mortality"
2012,1,6.224219234,"Pancreas","Northern Ireland","Mortality"
2013,1,7.08418422,"Pancreas","Northern Ireland","Mortality"
2014,1,5.908887293,"Pancreas","Northern Ireland","Mortality"
2015,1,6.434329259,"Pancreas","Northern Ireland","Mortality"
2016,1,7.669772752,"Pancreas","Northern Ireland","Mortality"
1955,1,6.415346472,"Pancreas","Scotland","Mortality"
1956,1,6.173418815,"Pancreas","Scotland","Mortality"
1957,1,7.396431804,"Pancreas","Scotland","Mortality"
1958,1,8.025451731,"Pancreas","Scotland","Mortality"
1959,1,7.574578179,"Pancreas","Scotland","Mortality"
1960,1,6.711058279,"Pancreas","Scotland","Mortality"
1961,1,6.92250427,"Pancreas","Scotland","Mortality"
1962,1,7.994455466,"Pancreas","Scotland","Mortality"
1963,1,8.808884284,"Pancreas","Scotland","Mortality"
1964,1,8.034426218,"Pancreas","Scotland","Mortality"
1965,1,8.923503063,"Pancreas","Scotland","Mortality"
1966,1,9.3020094,"Pancreas","Scotland","Mortality"
1967,1,8.912486085,"Pancreas","Scotland","Mortality"
1968,1,8.677929747,"Pancreas","Scotland","Mortality"
1969,1,9.080601845,"Pancreas","Scotland","Mortality"
1970,1,9.463979785,"Pancreas","Scotland","Mortality"
1971,1,9.483602685,"Pancreas","Scotland","Mortality"
1972,1,9.54127517,"Pancreas","Scotland","Mortality"
1973,1,8.711177771,"Pancreas","Scotland","Mortality"
1974,1,8.778841383,"Pancreas","Scotland","Mortality"
1975,1,8.46303453,"Pancreas","Scotland","Mortality"
1976,1,8.460836633,"Pancreas","Scotland","Mortality"
1977,1,9.722702901,"Pancreas","Scotland","Mortality"
1978,1,8.656329443,"Pancreas","Scotland","Mortality"
1979,1,8.478520713,"Pancreas","Scotland","Mortality"
1980,1,8.694197631,"Pancreas","Scotland","Mortality"
1981,1,7.577546093,"Pancreas","Scotland","Mortality"
1982,1,7.830501238,"Pancreas","Scotland","Mortality"
1983,1,8.393149022,"Pancreas","Scotland","Mortality"
1984,1,8.073581735,"Pancreas","Scotland","Mortality"
1985,1,7.250732367,"Pancreas","Scotland","Mortality"
1986,1,7.14856766,"Pancreas","Scotland","Mortality"
1987,1,7.412041389,"Pancreas","Scotland","Mortality"
1988,1,7.661988404,"Pancreas","Scotland","Mortality"
1989,1,7.95333742,"Pancreas","Scotland","Mortality"
1990,1,7.86264787,"Pancreas","Scotland","Mortality"
1991,1,7.295643298,"Pancreas","Scotland","Mortality"
1992,1,7.404813743,"Pancreas","Scotland","Mortality"
1993,1,7.421603539,"Pancreas","Scotland","Mortality"
1994,1,6.107459394,"Pancreas","Scotland","Mortality"
1995,1,6.346788343,"Pancreas","Scotland","Mortality"
1996,1,6.977615903,"Pancreas","Scotland","Mortality"
1997,1,6.54376051,"Pancreas","Scotland","Mortality"
1998,1,6.883618151,"Pancreas","Scotland","Mortality"
1999,1,6.085508778,"Pancreas","Scotland","Mortality"
2000,1,7.020051568,"Pancreas","Scotland","Mortality"
2001,1,6.646394155,"Pancreas","Scotland","Mortality"
2002,1,6.638586622,"Pancreas","Scotland","Mortality"
2003,1,6.784504392,"Pancreas","Scotland","Mortality"
2004,1,6.482498302,"Pancreas","Scotland","Mortality"
2005,1,6.198194844,"Pancreas","Scotland","Mortality"
2006,1,5.743849632,"Pancreas","Scotland","Mortality"
2007,1,7.007217268,"Pancreas","Scotland","Mortality"
2008,1,6.475390171,"Pancreas","Scotland","Mortality"
2009,1,6.018439452,"Pancreas","Scotland","Mortality"
2010,1,6.650831239,"Pancreas","Scotland","Mortality"
2011,1,6.804300492,"Pancreas","Scotland","Mortality"
2012,1,6.856734049,"Pancreas","Scotland","Mortality"
2013,1,6.476441174,"Pancreas","Scotland","Mortality"
2014,1,6.748043575,"Pancreas","Scotland","Mortality"
2015,1,6.46587226,"Pancreas","Scotland","Mortality"
2016,1,6.099313553,"Pancreas","Scotland","Mortality"
2017,1,6.72924806,"Pancreas","Scotland","Mortality"
2018,1,6.796811501,"Pancreas","Scotland","Mortality"
1971,1,17.3461015,"Prostate","England and Wales","Incidence"
1972,1,17.62215528,"Prostate","England and Wales","Incidence"
1973,1,18.65267202,"Prostate","England and Wales","Incidence"
1974,1,19.47951693,"Prostate","England and Wales","Incidence"
1975,1,19.43482338,"Prostate","England and Wales","Incidence"
1976,1,19.77366459,"Prostate","England and Wales","Incidence"
1977,1,20.45981792,"Prostate","England and Wales","Incidence"
1978,1,19.85199994,"Prostate","England and Wales","Incidence"
1979,1,21.31889349,"Prostate","England and Wales","Incidence"
1980,1,22.27280373,"Prostate","England and Wales","Incidence"
1981,1,22.66104151,"Prostate","England and Wales","Incidence"
1982,1,23.31352454,"Prostate","England and Wales","Incidence"
1983,1,23.93266611,"Prostate","England and Wales","Incidence"
1984,1,24.04203163,"Prostate","England and Wales","Incidence"
1985,1,25.66672307,"Prostate","England and Wales","Incidence"
1986,1,25.95374838,"Prostate","England and Wales","Incidence"
1987,1,26.32987581,"Prostate","England and Wales","Incidence"
1988,1,27.83187215,"Prostate","England and Wales","Incidence"
1989,1,27.56607337,"Prostate","England and Wales","Incidence"
1990,1,28.64253151,"Prostate","England and Wales","Incidence"
1991,1,30.18898386,"Prostate","England and Wales","Incidence"
1992,1,32.80042542,"Prostate","England and Wales","Incidence"
1993,1,35.97781727,"Prostate","England and Wales","Incidence"
1994,1,40.42536847,"Prostate","England and Wales","Incidence"
1995,1,42.80679081,"Prostate","England and Wales","Incidence"
1996,1,43.77678912,"Prostate","England and Wales","Incidence"
1997,1,43.59545682,"Prostate","England and Wales","Incidence"
1998,1,44.42132073,"Prostate","England and Wales","Incidence"
1999,1,48.6418386,"Prostate","England and Wales","Incidence"
2000,1,53.97960347,"Prostate","England and Wales","Incidence"
2001,1,61.57524913,"Prostate","England and Wales","Incidence"
2002,1,61.61111447,"Prostate","England and Wales","Incidence"
2003,1,61.94521991,"Prostate","England and Wales","Incidence"
