"age_group"	"sex"	"imd"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
All	Women	3	Never	"smoking_status"	2009	0.55	0.57	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2010	0.55	0.58	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2011	0.58	0.58	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2012	0.59	0.58	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2013	0.60	0.59	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2014	0.59	0.59	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2015	0.60	0.60	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2016	0.60	0.60	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2017	0.60	0.61	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2018	0.61	0.61	NA	0.7375*	0	0
All	Women	3	Never	"smoking_status"	2019	0.63	0.62	NA	0.7375*	0	0
All	Women	4	Never	"smoking_status"	2001	0.50	0.50	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2002	0.50	0.51	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2003	0.51	0.51	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2004	0.52	0.52	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2005	0.53	0.52	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2006	0.54	0.53	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2007	0.53	0.53	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2008	0.53	0.54	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2009	0.53	0.54	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2010	0.55	0.55	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2011	0.55	0.55	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2012	0.56	0.56	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2013	0.56	0.56	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2014	0.58	0.57	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2015	0.57	0.57	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2016	0.57	0.58	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2017	0.56	0.58	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2018	0.59	0.59	NA	0.8767*	0	0
All	Women	4	Never	"smoking_status"	2019	0.60	0.59	NA	0.8767*	0	0
All	Women	5	Never	"smoking_status"	2001	0.48	0.48	NA	-0.8827	3	3
All	Women	5	Never	"smoking_status"	2002	0.47	0.47	NA	-0.8827	3	3
All	Women	5	Never	"smoking_status"	2003	0.47	0.47	NA	-0.8827	3	3
All	Women	5	Never	"smoking_status"	2004	0.46	0.46	NA	-0.8827	3	3
All	Women	5	Never	"smoking_status"	2005	0.47	0.46	Joinpoint 1	NA	3	3
All	Women	5	Never	"smoking_status"	2006	0.47	0.48	NA	3.6051*	3	3
All	Women	5	Never	"smoking_status"	2007	0.49	0.49	NA	3.6051*	3	3
All	Women	5	Never	"smoking_status"	2008	0.51	0.51	NA	3.6051*	3	3
All	Women	5	Never	"smoking_status"	2009	0.53	0.53	Joinpoint 2	NA	3	3
All	Women	5	Never	"smoking_status"	2010	0.52	0.52	NA	-1.6417	3	3
All	Women	5	Never	"smoking_status"	2011	0.51	0.51	NA	-1.6417	3	3
All	Women	5	Never	"smoking_status"	2012	0.49	0.50	Joinpoint 3	NA	3	3
All	Women	5	Never	"smoking_status"	2013	0.52	0.51	NA	1.1927*	3	3
All	Women	5	Never	"smoking_status"	2014	0.51	0.51	NA	1.1927*	3	3
All	Women	5	Never	"smoking_status"	2015	0.52	0.52	NA	1.1927*	3	3
All	Women	5	Never	"smoking_status"	2016	0.52	0.53	NA	1.1927*	3	3
All	Women	5	Never	"smoking_status"	2017	0.53	0.53	NA	1.1927*	3	3
All	Women	5	Never	"smoking_status"	2018	0.55	0.54	NA	1.1927*	3	3
All	Women	5	Never	"smoking_status"	2019	0.54	0.55	NA	1.1927*	3	3
All	Men	1	Previously	"smoking_status"	2001	0.35	0.35	NA	-0.6155	3	3
All	Men	1	Previously	"smoking_status"	2002	0.35	0.35	NA	-0.6155	3	3
All	Men	1	Previously	"smoking_status"	2003	0.35	0.35	NA	-0.6155	3	3
All	Men	1	Previously	"smoking_status"	2004	0.34	0.34	Joinpoint 1	NA	3	3
All	Men	1	Previously	"smoking_status"	2005	0.33	0.33	NA	-3.6000*	3	3
All	Men	1	Previously	"smoking_status"	2006	0.32	0.32	NA	-3.6000*	3	3
All	Men	1	Previously	"smoking_status"	2007	0.31	0.31	NA	-3.6000*	3	3
All	Men	1	Previously	"smoking_status"	2008	0.30	0.30	Joinpoint 2	NA	3	3
All	Men	1	Previously	"smoking_status"	2009	0.30	0.30	NA	2.4894	3	3
All	Men	1	Previously	"smoking_status"	2010	0.31	0.31	NA	2.4894	3	3
All	Men	1	Previously	"smoking_status"	2011	0.32	0.32	Joinpoint 3	NA	3	3
All	Men	1	Previously	"smoking_status"	2012	0.32	0.32	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2013	0.32	0.32	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2014	0.32	0.32	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2015	0.31	0.32	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2016	0.31	0.31	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2017	0.31	0.31	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2018	0.31	0.31	NA	-0.2655	3	3
All	Men	1	Previously	"smoking_status"	2019	0.31	0.31	NA	-0.2655	3	3
All	Men	2	Previously	"smoking_status"	2001	0.35	0.35	NA	-2.5409*	3	3
All	Men	2	Previously	"smoking_status"	2002	0.34	0.34	NA	-2.5409*	3	3
All	Men	2	Previously	"smoking_status"	2003	0.33	0.33	NA	-2.5409*	3	3
All	Men	2	Previously	"smoking_status"	2004	0.33	0.32	NA	-2.5409*	3	3
All	Men	2	Previously	"smoking_status"	2005	0.32	0.32	Joinpoint 1	NA	3	3
All	Men	2	Previously	"smoking_status"	2006	0.32	0.32	NA	1.3240	3	3
All	Men	2	Previously	"smoking_status"	2007	0.32	0.32	NA	1.3240	3	3
All	Men	2	Previously	"smoking_status"	2008	0.33	0.33	NA	1.3240	3	3
All	Men	2	Previously	"smoking_status"	2009	0.33	0.33	Joinpoint 2	NA	3	3
All	Men	2	Previously	"smoking_status"	2010	0.33	0.33	NA	-1.8052*	3	3
All	Men	2	Previously	"smoking_status"	2011	0.32	0.32	NA	-1.8052*	3	3
All	Men	2	Previously	"smoking_status"	2012	0.32	0.31	NA	-1.8052*	3	3
All	Men	2	Previously	"smoking_status"	2013	0.31	0.31	NA	-1.8052*	3	3
All	Men	2	Previously	"smoking_status"	2014	0.31	0.30	NA	-1.8052*	3	3
All	Men	2	Previously	"smoking_status"	2015	0.30	0.30	Joinpoint 3	NA	3	3
All	Men	2	Previously	"smoking_status"	2016	0.30	0.30	NA	0.4566	3	3
All	Men	2	Previously	"smoking_status"	2017	0.30	0.30	NA	0.4566	3	3
All	Men	2	Previously	"smoking_status"	2018	0.30	0.30	NA	0.4566	3	3
All	Men	2	Previously	"smoking_status"	2019	0.30	0.30	NA	0.4566	3	3
All	Men	3	Previously	"smoking_status"	2001	0.32	0.32	NA	-2.0251	3	3
All	Men	3	Previously	"smoking_status"	2002	0.32	0.32	NA	-2.0251	3	3
All	Men	3	Previously	"smoking_status"	2003	0.30	0.31	Joinpoint 1	NA	3	3
All	Men	3	Previously	"smoking_status"	2004	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2005	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2006	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2007	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2008	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2009	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2010	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2011	0.30	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2012	0.31	0.31	NA	-0.0879	3	3
All	Men	3	Previously	"smoking_status"	2013	0.30	0.31	Joinpoint 2	NA	3	3
All	Men	3	Previously	"smoking_status"	2014	0.31	0.31	NA	1.1199	3	3
All	Men	3	Previously	"smoking_status"	2015	0.32	0.31	NA	1.1199	3	3
All	Men	3	Previously	"smoking_status"	2016	0.32	0.32	Joinpoint 3	NA	3	3
All	Men	3	Previously	"smoking_status"	2017	0.30	0.30	NA	-4.1080*	3	3
All	Men	3	Previously	"smoking_status"	2018	0.29	0.29	NA	-4.1080*	3	3
All	Men	3	Previously	"smoking_status"	2019	0.28	0.28	NA	-4.1080*	3	3
All	Men	4	Previously	"smoking_status"	2001	0.30	0.30	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2002	0.29	0.29	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2003	0.29	0.29	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2004	0.28	0.29	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2005	0.28	0.28	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2006	0.28	0.28	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2007	0.28	0.28	NA	-1.1556*	3	3
All	Men	4	Previously	"smoking_status"	2008	0.28	0.27	Joinpoint 1	NA	3	3
All	Men	4	Previously	"smoking_status"	2009	0.27	0.28	NA	1.8739	3	3
All	Men	4	Previously	"smoking_status"	2010	0.29	0.29	NA	1.8739	3	3
All	Men	4	Previously	"smoking_status"	2011	0.29	0.29	Joinpoint 2	NA	3	3
All	Men	4	Previously	"smoking_status"	2012	0.28	0.28	NA	-2.6729	3	3
All	Men	4	Previously	"smoking_status"	2013	0.27	0.28	NA	-2.6729	3	3
All	Men	4	Previously	"smoking_status"	2014	0.27	0.27	Joinpoint 3	NA	3	3
All	Men	4	Previously	"smoking_status"	2015	0.27	0.27	NA	1.2401*	3	3
All	Men	4	Previously	"smoking_status"	2016	0.28	0.27	NA	1.2401*	3	3
All	Men	4	Previously	"smoking_status"	2017	0.29	0.28	NA	1.2401*	3	3
All	Men	4	Previously	"smoking_status"	2018	0.28	0.28	NA	1.2401*	3	3
All	Men	4	Previously	"smoking_status"	2019	0.28	0.28	NA	1.2401*	3	3
All	Men	5	Previously	"smoking_status"	2001	0.29	0.29	NA	-7.4385*	2	2
All	Men	5	Previously	"smoking_status"	2002	0.27	0.27	NA	-7.4385*	2	2
All	Men	5	Previously	"smoking_status"	2003	0.25	0.25	NA	-7.4385*	2	2
All	Men	5	Previously	"smoking_status"	2004	0.23	0.23	Joinpoint 1	NA	2	2
All	Men	5	Previously	"smoking_status"	2005	0.23	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2006	0.23	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2007	0.24	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2008	0.24	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2009	0.24	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2010	0.23	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2011	0.23	0.23	NA	0.1077	2	2
All	Men	5	Previously	"smoking_status"	2012	0.22	0.23	Joinpoint 2	NA	2	2
All	Men	5	Previously	"smoking_status"	2013	0.23	0.24	NA	1.9075*	2	2
All	Men	5	Previously	"smoking_status"	2014	0.24	0.24	NA	1.9075*	2	2
All	Men	5	Previously	"smoking_status"	2015	0.25	0.25	NA	1.9075*	2	2
All	Men	5	Previously	"smoking_status"	2016	0.25	0.25	NA	1.9075*	2	2
All	Men	5	Previously	"smoking_status"	2017	0.25	0.26	NA	1.9075*	2	2
All	Men	5	Previously	"smoking_status"	2018	0.26	0.26	NA	1.9075*	2	2
All	Men	5	Previously	"smoking_status"	2019	0.26	0.27	NA	1.9075*	2	2
All	Women	1	Previously	"smoking_status"	2001	0.24	0.24	NA	-2.0781	2	2
All	Women	1	Previously	"smoking_status"	2002	0.24	0.24	NA	-2.0781	2	2
All	Women	1	Previously	"smoking_status"	2003	0.23	0.23	NA	-2.0781	2	2
All	Women	1	Previously	"smoking_status"	2004	0.23	0.23	Joinpoint 1	NA	2	2
All	Women	1	Previously	"smoking_status"	2005	0.24	0.24	NA	3.6535	2	2
All	Women	1	Previously	"smoking_status"	2006	0.25	0.24	NA	3.6535	2	2
All	Women	1	Previously	"smoking_status"	2007	0.25	0.25	Joinpoint 2	NA	2	2
All	Women	1	Previously	"smoking_status"	2008	0.25	0.25	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2009	0.25	0.25	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2010	0.25	0.25	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2011	0.25	0.25	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2012	0.24	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2013	0.24	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2014	0.25	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2015	0.24	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2016	0.24	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2017	0.23	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2018	0.24	0.24	NA	-0.6163*	2	2
All	Women	1	Previously	"smoking_status"	2019	0.23	0.23	NA	-0.6163*	2	2
All	Women	2	Previously	"smoking_status"	2001	0.26	0.26	NA	-1.8783	1	1
All	Women	2	Previously	"smoking_status"	2002	0.25	0.25	NA	-1.8783	1	1
All	Women	2	Previously	"smoking_status"	2003	0.25	0.25	NA	-1.8783	1	1
All	Women	2	Previously	"smoking_status"	2004	0.24	0.24	Joinpoint 1	NA	1	1
All	Women	2	Previously	"smoking_status"	2005	0.24	0.24	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2006	0.24	0.24	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2007	0.25	0.24	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2008	0.25	0.24	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2009	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2010	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2011	0.24	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2012	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2013	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2014	0.26	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2015	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2016	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2017	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2018	0.25	0.25	NA	0.3176*	1	1
All	Women	2	Previously	"smoking_status"	2019	0.25	0.25	NA	0.3176*	1	1
All	Women	3	Previously	"smoking_status"	2001	0.23	0.22	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2002	0.22	0.23	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2003	0.23	0.23	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2004	0.23	0.23	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2005	0.23	0.23	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2006	0.22	0.23	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2007	0.23	0.24	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2008	0.24	0.24	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2009	0.26	0.24	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2010	0.26	0.24	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2011	0.25	0.25	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2012	0.25	0.25	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2013	0.25	0.25	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2014	0.25	0.25	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2015	0.25	0.26	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2016	0.26	0.26	NA	1.0458*	1	1
All	Women	3	Previously	"smoking_status"	2017	0.26	0.26	Joinpoint 1	NA	1	1
All	Women	3	Previously	"smoking_status"	2018	0.25	0.25	NA	-5.1097	1	1
All	Women	3	Previously	"smoking_status"	2019	0.24	0.24	NA	-5.1097	1	1
All	Women	4	Previously	"smoking_status"	2001	0.21	0.21	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2002	0.21	0.21	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2003	0.20	0.21	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2004	0.20	0.21	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2005	0.21	0.21	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2006	0.20	0.21	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2007	0.22	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2008	0.22	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2009	0.23	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2010	0.23	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2011	0.23	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2012	0.23	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2013	0.22	0.22	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2014	0.22	0.23	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2015	0.22	0.23	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2016	0.23	0.23	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2017	0.25	0.23	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2018	0.23	0.23	NA	0.7316*	0	0
All	Women	4	Previously	"smoking_status"	2019	0.22	0.24	NA	0.7316*	0	0
All	Women	5	Previously	"smoking_status"	2001	0.20	0.20	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2002	0.20	0.20	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2003	0.18	0.20	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2004	0.19	0.19	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2005	0.19	0.19	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2006	0.20	0.19	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2007	0.19	0.19	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2008	0.18	0.19	NA	-0.9340*	2	2
All	Women	5	Previously	"smoking_status"	2009	0.18	0.18	Joinpoint 1	NA	2	2
All	Women	5	Previously	"smoking_status"	2010	0.18	0.19	NA	2.0997*	2	2
All	Women	5	Previously	"smoking_status"	2011	0.19	0.19	NA	2.0997*	2	2
All	Women	5	Previously	"smoking_status"	2012	0.20	0.20	NA	2.0997*	2	2
All	Women	5	Previously	"smoking_status"	2013	0.20	0.20	NA	2.0997*	2	2
All	Women	5	Previously	"smoking_status"	2014	0.20	0.20	NA	2.0997*	2	2
All	Women	5	Previously	"smoking_status"	2015	0.21	0.21	NA	2.0997*	2	2
All	Women	5	Previously	"smoking_status"	2016	0.21	0.21	Joinpoint 2	NA	2	2
All	Women	5	Previously	"smoking_status"	2017	0.21	0.21	NA	-2.5610	2	2
All	Women	5	Previously	"smoking_status"	2018	0.20	0.20	NA	-2.5610	2	2
All	Women	5	Previously	"smoking_status"	2019	0.20	0.20	NA	-2.5610	2	2
