"","year","age_group","variable","sex","cancer_site","PAF","count","attributable","rate_type","incidence_rate"
"1365",2019,"50+","BMI","Women","Thyroid",0.107276059582249,1299,140,"Rate",11.8
"1366",2005,"50+","BMI","Women","Thyroid",0.0936959210509798,566,54,"attributable_rate",0.580914710516075
"1367",2006,"50+","BMI","Women","Thyroid",0.0951993234692658,618,59,"attributable_rate",0.647355399591007
"1368",2007,"50+","BMI","Women","Thyroid",0.0977810195844388,670,66,"attributable_rate",0.713801442966403
"1369",2008,"50+","BMI","Women","Thyroid",0.0998234158841945,689,69,"attributable_rate",0.73869327754304
"1370",2009,"50+","BMI","Women","Thyroid",0.101549493618117,752,77,"attributable_rate",0.812395948944938
"1371",2010,"50+","BMI","Women","Thyroid",0.102891440770765,748,77,"attributable_rate",0.802553238011969
"1372",2011,"50+","BMI","Women","Thyroid",0.102659186999716,805,83,"attributable_rate",0.852071252097642
"1373",2012,"50+","BMI","Women","Thyroid",0.102615431779931,955,98,"attributable_rate",0.995369688265333
"1374",2013,"50+","BMI","Women","Thyroid",0.102582441601064,1016,105,"attributable_rate",1.03608266017074
"1375",2014,"50+","BMI","Women","Thyroid",0.103992626228865,1079,113,"attributable_rate",1.10232183802597
"1376",2015,"50+","BMI","Women","Thyroid",0.105178200783747,1142,121,"attributable_rate",1.15696020862122
"1377",2016,"50+","BMI","Women","Thyroid",0.106080766439783,1099,117,"attributable_rate",1.10323997097374
"1378",2017,"50+","BMI","Women","Thyroid",0.106769777166344,1183,127,"attributable_rate",1.17446754882978
"1379",2018,"50+","BMI","Women","Thyroid",0.105973199018707,1235,131,"attributable_rate",1.20809446881326
"1380",2019,"50+","BMI","Women","Thyroid",0.107276059582249,1299,140,"attributable_rate",1.26585750307054
"1381",2005,"50+","BMI","Women","Thyroid",0.0936959210509798,566,54,"non_attributable_rate",5.61908528948393
"1382",2006,"50+","BMI","Women","Thyroid",0.0951993234692658,618,59,"non_attributable_rate",6.15264460040899
"1383",2007,"50+","BMI","Women","Thyroid",0.0977810195844388,670,66,"non_attributable_rate",6.5861985570336
"1384",2008,"50+","BMI","Women","Thyroid",0.0998234158841945,689,69,"non_attributable_rate",6.66130672245696
"1385",2009,"50+","BMI","Women","Thyroid",0.101549493618117,752,77,"non_attributable_rate",7.18760405105506
"1386",2010,"50+","BMI","Women","Thyroid",0.102891440770765,748,77,"non_attributable_rate",6.99744676198803
"1387",2011,"50+","BMI","Women","Thyroid",0.102659186999716,805,83,"non_attributable_rate",7.44792874790236
"1388",2012,"50+","BMI","Women","Thyroid",0.102615431779931,955,98,"non_attributable_rate",8.70463031173467
"1389",2013,"50+","BMI","Women","Thyroid",0.102582441601064,1016,105,"non_attributable_rate",9.06391733982926
"1390",2014,"50+","BMI","Women","Thyroid",0.103992626228865,1079,113,"non_attributable_rate",9.49767816197403
"1391",2015,"50+","BMI","Women","Thyroid",0.105178200783747,1142,121,"non_attributable_rate",9.84303979137878
"1392",2016,"50+","BMI","Women","Thyroid",0.106080766439783,1099,117,"non_attributable_rate",9.29676002902626
"1393",2017,"50+","BMI","Women","Thyroid",0.106769777166344,1183,127,"non_attributable_rate",9.82553245117022
"1394",2018,"50+","BMI","Women","Thyroid",0.105973199018707,1235,131,"non_attributable_rate",10.1919055311867
"1395",2019,"50+","BMI","Women","Thyroid",0.107276059582249,1299,140,"non_attributable_rate",10.5341424969295
