"year","sex","age_group","cancer_site","Rate","count"
2012,"Women","50-64","Stomach",6,291
2013,"Women","50-64","Stomach",6.1,301
2014,"Women","50-64","Stomach",5.8,287
2015,"Women","50-64","Stomach",6.4,324
2016,"Women","50-64","Stomach",6.2,320
2017,"Women","50-64","Stomach",6,313
2018,"Women","50-64","Stomach",6.1,327
2019,"Women","50-64","Stomach",6.6,360
2001,"Women","50-64","Thyroid",5.2,228
2002,"Women","50-64","Thyroid",5.1,224
2003,"Women","50-64","Thyroid",5.4,241
2004,"Women","50-64","Thyroid",5.3,235
2005,"Women","50-64","Thyroid",5.5,250
2006,"Women","50-64","Thyroid",6.6,302
2007,"Women","50-64","Thyroid",7,324
2008,"Women","50-64","Thyroid",7.3,344
2009,"Women","50-64","Thyroid",8.5,401
2010,"Women","50-64","Thyroid",8.1,388
2011,"Women","50-64","Thyroid",7.9,381
2012,"Women","50-64","Thyroid",9.7,469
2013,"Women","50-64","Thyroid",10.6,518
2014,"Women","50-64","Thyroid",11.6,576
2015,"Women","50-64","Thyroid",11.9,602
2016,"Women","50-64","Thyroid",10.7,555
2017,"Women","50-64","Thyroid",11.3,594
2018,"Women","50-64","Thyroid",12.6,671
2019,"Women","50-64","Thyroid",12.5,679
2001,"Women","65+","Bladder",46.4,2105
2002,"Women","65+","Bladder",44.6,2026
2003,"Women","65+","Bladder",44.7,2038
2004,"Women","65+","Bladder",43.1,1969
2005,"Women","65+","Bladder",43.8,2005
2006,"Women","65+","Bladder",43.6,1996
2007,"Women","65+","Bladder",44.2,2030
2008,"Women","65+","Bladder",44.8,2082
2009,"Women","65+","Bladder",42.1,1979
2010,"Women","65+","Bladder",42.3,2021
2011,"Women","65+","Bladder",44.1,2139
2012,"Women","65+","Bladder",41.9,2094
2013,"Women","65+","Bladder",40.2,2060
2014,"Women","65+","Bladder",37.5,1962
2015,"Women","65+","Bladder",38.7,2056
2016,"Women","65+","Bladder",37.3,2012
2017,"Women","65+","Bladder",37.2,2034
2018,"Women","65+","Bladder",35.3,1954
2019,"Women","65+","Bladder",36.6,2055
2001,"Women","65+","Brain and CNS",16.4,744
2002,"Women","65+","Brain and CNS",15.4,701
2003,"Women","65+","Brain and CNS",15.7,717
2004,"Women","65+","Brain and CNS",16.3,742
2005,"Women","65+","Brain and CNS",15.8,722
2006,"Women","65+","Brain and CNS",17,780
2007,"Women","65+","Brain and CNS",17.1,785
2008,"Women","65+","Brain and CNS",18.4,855
2009,"Women","65+","Brain and CNS",19.3,912
2010,"Women","65+","Brain and CNS",17.5,836
2011,"Women","65+","Brain and CNS",19.4,937
2012,"Women","65+","Brain and CNS",18,902
2013,"Women","65+","Brain and CNS",19.4,994
2014,"Women","65+","Brain and CNS",18,940
2015,"Women","65+","Brain and CNS",18.9,1000
2016,"Women","65+","Brain and CNS",18.3,988
2017,"Women","65+","Brain and CNS",18.5,1012
2018,"Women","65+","Brain and CNS",17.4,966
2019,"Women","65+","Brain and CNS",17.6,989
2001,"Women","65+","Breast",344,15612
2002,"Women","65+","Breast",340.2,15464
2003,"Women","65+","Breast",362.2,16498
2004,"Women","65+","Breast",362.6,16551
2005,"Women","65+","Breast",386.7,17695
2006,"Women","65+","Breast",387.8,17735
2007,"Women","65+","Breast",383.4,17613
2008,"Women","65+","Breast",391.6,18184
2009,"Women","65+","Breast",383.9,18067
2010,"Women","65+","Breast",394,18813
2011,"Women","65+","Breast",392.8,19046
2012,"Women","65+","Breast",403.1,20170
2013,"Women","65+","Breast",414.2,21202
2014,"Women","65+","Breast",432.3,22616
2015,"Women","65+","Breast",420.2,22312
2016,"Women","65+","Breast",406.1,21893
2017,"Women","65+","Breast",402.9,22001
2018,"Women","65+","Breast",424.7,23489
2019,"Women","65+","Breast",411.6,23120
2001,"Women","65+","Cervix",15.1,687
2002,"Women","65+","Cervix",13.8,629
2003,"Women","65+","Cervix",13.9,633
2004,"Women","65+","Cervix",11.9,541
2005,"Women","65+","Cervix",11.8,540
2006,"Women","65+","Cervix",11.4,523
2007,"Women","65+","Cervix",11.6,534
2008,"Women","65+","Cervix",11.4,529
2009,"Women","65+","Cervix",11.4,536
2010,"Women","65+","Cervix",9.7,464
2011,"Women","65+","Cervix",10.4,504
2012,"Women","65+","Cervix",10.3,517
2013,"Women","65+","Cervix",10.7,550
2014,"Women","65+","Cervix",9.7,507
2015,"Women","65+","Cervix",8.5,454
2016,"Women","65+","Cervix",9,487
2017,"Women","65+","Cervix",8.8,479
2018,"Women","65+","Cervix",8.8,489
2019,"Women","65+","Cervix",9,503
2001,"Women","65+","Colorectum",224.3,10177
2002,"Women","65+","Colorectum",224.4,10199
2003,"Women","65+","Colorectum",225.5,10271
2004,"Women","65+","Colorectum",229.5,10473
2005,"Women","65+","Colorectum",230.4,10542
2006,"Women","65+","Colorectum",237.3,10854
2007,"Women","65+","Colorectum",238.4,10953
2008,"Women","65+","Colorectum",240.1,11149
2009,"Women","65+","Colorectum",242.2,11397
2010,"Women","65+","Colorectum",238.9,11407
2011,"Women","65+","Colorectum",242.3,11749
2012,"Women","65+","Colorectum",235.6,11786
2013,"Women","65+","Colorectum",227.1,11622
2014,"Women","65+","Colorectum",225.4,11791
2015,"Women","65+","Colorectum",226.7,12038
2016,"Women","65+","Colorectum",222.3,11983
2017,"Women","65+","Colorectum",217.6,11887
2018,"Women","65+","Colorectum",219.7,12149
2019,"Women","65+","Colorectum",226.9,12746
2001,"Women","65+","Endometrium",58.7,2664
2002,"Women","65+","Endometrium",59.6,2710
2003,"Women","65+","Endometrium",61.6,2808
2004,"Women","65+","Endometrium",61.5,2807
2005,"Women","65+","Endometrium",66.9,3063
2006,"Women","65+","Endometrium",69.8,3192
2007,"Women","65+","Endometrium",69.6,3196
2008,"Women","65+","Endometrium",72.5,3368
2009,"Women","65+","Endometrium",74,3483
2010,"Women","65+","Endometrium",77.6,3705
2011,"Women","65+","Endometrium",81.5,3952
2012,"Women","65+","Endometrium",83.2,4162
2013,"Women","65+","Endometrium",84,4299
2014,"Women","65+","Endometrium",84.4,4417
2015,"Women","65+","Endometrium",81.8,4346
2016,"Women","65+","Endometrium",86.6,4667
2017,"Women","65+","Endometrium",83.3,4548
2018,"Women","65+","Endometrium",87.1,4818
2019,"Women","65+","Endometrium",84.9,4769
2001,"Women","65+","Gallbladder",10.4,472
2002,"Women","65+","Gallbladder",10.2,462
2003,"Women","65+","Gallbladder",10.1,458
2004,"Women","65+","Gallbladder",9.6,437
2005,"Women","65+","Gallbladder",11.2,511
2006,"Women","65+","Gallbladder",12.4,569
2007,"Women","65+","Gallbladder",12.3,564
2008,"Women","65+","Gallbladder",12.4,573
2009,"Women","65+","Gallbladder",13.5,637
2010,"Women","65+","Gallbladder",14.6,695
2011,"Women","65+","Gallbladder",14.6,705
2012,"Women","65+","Gallbladder",14.8,739
2013,"Women","65+","Gallbladder",15.8,808
2014,"Women","65+","Gallbladder",15.8,825
2015,"Women","65+","Gallbladder",15,794
2016,"Women","65+","Gallbladder",16.6,895
2017,"Women","65+","Gallbladder",15.6,855
2018,"Women","65+","Gallbladder",18.7,1035
2019,"Women","65+","Gallbladder",18.1,1014
2001,"Women","65+","Hodgkin Lymphoma",2.5,115
2002,"Women","65+","Hodgkin Lymphoma",2.4,110
2003,"Women","65+","Hodgkin Lymphoma",2.3,106
2004,"Women","65+","Hodgkin Lymphoma",2.4,110
2005,"Women","65+","Hodgkin Lymphoma",3.2,145
2006,"Women","65+","Hodgkin Lymphoma",3.5,158
2007,"Women","65+","Hodgkin Lymphoma",3.1,143
2008,"Women","65+","Hodgkin Lymphoma",3.3,152
2009,"Women","65+","Hodgkin Lymphoma",3.1,144
2010,"Women","65+","Hodgkin Lymphoma",3,141
2011,"Women","65+","Hodgkin Lymphoma",3.3,161
2012,"Women","65+","Hodgkin Lymphoma",3.3,166
2013,"Women","65+","Hodgkin Lymphoma",3.8,197
2014,"Women","65+","Hodgkin Lymphoma",4.1,214
2015,"Women","65+","Hodgkin Lymphoma",4.1,218
2016,"Women","65+","Hodgkin Lymphoma",3.9,208
2017,"Women","65+","Hodgkin Lymphoma",3.6,196
2018,"Women","65+","Hodgkin Lymphoma",4,219
2019,"Women","65+","Hodgkin Lymphoma",4.1,230
2001,"Women","65+","Kaposi Sarcoma",0.1,6
2002,"Women","65+","Kaposi Sarcoma",0.1,3
2003,"Women","65+","Kaposi Sarcoma",0.1,6
2004,"Women","65+","Kaposi Sarcoma",0.1,4
2005,"Women","65+","Kaposi Sarcoma",0.1,4
2006,"Women","65+","Kaposi Sarcoma",0,2
2007,"Women","65+","Kaposi Sarcoma",0.1,5
2008,"Women","65+","Kaposi Sarcoma",0,2
2009,"Women","65+","Kaposi Sarcoma",0.1,5
2010,"Women","65+","Kaposi Sarcoma",0.2,11
2011,"Women","65+","Kaposi Sarcoma",0.1,4
2012,"Women","65+","Kaposi Sarcoma",0.1,4
2013,"Women","65+","Kaposi Sarcoma",0.1,5
2014,"Women","65+","Kaposi Sarcoma",0.2,10
2015,"Women","65+","Kaposi Sarcoma",0.2,8
2016,"Women","65+","Kaposi Sarcoma",0.1,4
2017,"Women","65+","Kaposi Sarcoma",0.1,6
2018,"Women","65+","Kaposi Sarcoma",0.2,9
2019,"Women","65+","Kaposi Sarcoma",0.1,7
2001,"Women","65+","Kidney",24.7,1123
2002,"Women","65+","Kidney",25.9,1176
2003,"Women","65+","Kidney",27.5,1253
2004,"Women","65+","Kidney",27.3,1244
2005,"Women","65+","Kidney",28.1,1287
2006,"Women","65+","Kidney",31.5,1440
2007,"Women","65+","Kidney",31.5,1447
2008,"Women","65+","Kidney",35.1,1631
2009,"Women","65+","Kidney",34.3,1613
2010,"Women","65+","Kidney",37.3,1783
2011,"Women","65+","Kidney",37.8,1832
2012,"Women","65+","Kidney",38.4,1919
2013,"Women","65+","Kidney",43.2,2214
2014,"Women","65+","Kidney",44.8,2343
2015,"Women","65+","Kidney",43,2285
2016,"Women","65+","Kidney",42.5,2289
2017,"Women","65+","Kidney",42.9,2345
2018,"Women","65+","Kidney",40.4,2233
2019,"Women","65+","Kidney",43.3,2431
2001,"Women","65+","Larynx",4.3,194
2002,"Women","65+","Larynx",4.1,188
2003,"Women","65+","Larynx",4,184
2004,"Women","65+","Larynx",3.7,170
2005,"Women","65+","Larynx",3.6,167
2006,"Women","65+","Larynx",3.6,166
2007,"Women","65+","Larynx",3.5,159
2008,"Women","65+","Larynx",3.7,171
2009,"Women","65+","Larynx",3.9,183
2010,"Women","65+","Larynx",3.9,184
2011,"Women","65+","Larynx",4.2,206
2012,"Women","65+","Larynx",4.3,214
2013,"Women","65+","Larynx",3.3,169
2014,"Women","65+","Larynx",3.5,182
2015,"Women","65+","Larynx",4.2,225
2016,"Women","65+","Larynx",3.3,178
2017,"Women","65+","Larynx",3.4,183
2018,"Women","65+","Larynx",3.5,196
2019,"Women","65+","Larynx",3.3,188
2001,"Women","65+","Leukaemia",40.6,1841
2002,"Women","65+","Leukaemia",38.7,1759
2003,"Women","65+","Leukaemia",37.3,1700
2004,"Women","65+","Leukaemia",38.9,1774
2005,"Women","65+","Leukaemia",41,1874
2006,"Women","65+","Leukaemia",40.9,1872
2007,"Women","65+","Leukaemia",39.4,1812
2008,"Women","65+","Leukaemia",42.6,1978
2009,"Women","65+","Leukaemia",45.6,2146
2010,"Women","65+","Leukaemia",43.9,2096
2011,"Women","65+","Leukaemia",44.6,2164
2012,"Women","65+","Leukaemia",45.2,2260
2013,"Women","65+","Leukaemia",48.9,2505
2014,"Women","65+","Leukaemia",45.9,2399
2015,"Women","65+","Leukaemia",47.6,2527
2016,"Women","65+","Leukaemia",45.7,2463
2017,"Women","65+","Leukaemia",46.1,2518
2018,"Women","65+","Leukaemia",40.6,2247
2019,"Women","65+","Leukaemia",39.8,2238
2001,"Women","65+","Liver",14.7,669
2002,"Women","65+","Liver",14.9,676
2003,"Women","65+","Liver",14.3,652
2004,"Women","65+","Liver",15.5,708
2005,"Women","65+","Liver",16.5,757
2006,"Women","65+","Liver",17.5,798
2007,"Women","65+","Liver",18.5,848
2008,"Women","65+","Liver",18.1,842
2009,"Women","65+","Liver",21.5,1011
2010,"Women","65+","Liver",22.6,1078
2011,"Women","65+","Liver",21.8,1056
2012,"Women","65+","Liver",23.7,1188
2013,"Women","65+","Liver",25.8,1323
2014,"Women","65+","Liver",25.7,1342
2015,"Women","65+","Liver",26.2,1390
2016,"Women","65+","Liver",25.7,1388
2017,"Women","65+","Liver",25.4,1385
2018,"Women","65+","Liver",24,1326
2019,"Women","65+","Liver",29,1630
2001,"Women","65+","Lung",203.1,9215
2002,"Women","65+","Lung",200.1,9095
2003,"Women","65+","Lung",208.3,9491
2004,"Women","65+","Lung",206.8,9440
2005,"Women","65+","Lung",214.4,9812
2006,"Women","65+","Lung",225.9,10328
2007,"Women","65+","Lung",229.4,10540
2008,"Women","65+","Lung",240.1,11151
2009,"Women","65+","Lung",238.2,11208
2010,"Women","65+","Lung",243.4,11622
2011,"Women","65+","Lung",253.1,12272
2012,"Women","65+","Lung",260.5,13034
2013,"Women","65+","Lung",261.8,13400
2014,"Women","65+","Lung",262.4,13726
2015,"Women","65+","Lung",262.5,13938
2016,"Women","65+","Lung",266.4,14360
2017,"Women","65+","Lung",273.5,14935
2018,"Women","65+","Lung",271.5,15018
2019,"Women","65+","Lung",272.7,15318
2001,"Women","65+","Melanoma",30.3,1374
2002,"Women","65+","Melanoma",32.6,1482
2003,"Women","65+","Melanoma",33.1,1509
2004,"Women","65+","Melanoma",34.6,1581
2005,"Women","65+","Melanoma",38.3,1753
2006,"Women","65+","Melanoma",38.9,1778
2007,"Women","65+","Melanoma",40.8,1874
2008,"Women","65+","Melanoma",44.8,2081
2009,"Women","65+","Melanoma",45,2116
2010,"Women","65+","Melanoma",48.2,2302
2011,"Women","65+","Melanoma",49.6,2403
2012,"Women","65+","Melanoma",52.7,2636
2013,"Women","65+","Melanoma",56.5,2890
2014,"Women","65+","Melanoma",57.6,3015
2015,"Women","65+","Melanoma",58.8,3123
2016,"Women","65+","Melanoma",61.3,3305
2017,"Women","65+","Melanoma",60.8,3320
2018,"Women","65+","Melanoma",64.6,3573
2019,"Women","65+","Melanoma",62.2,3496
2001,"Women","65+","MultipleMyeloma",26.6,1204
2002,"Women","65+","MultipleMyeloma",25.9,1178
2003,"Women","65+","MultipleMyeloma",26.7,1216
2004,"Women","65+","MultipleMyeloma",26.4,1204
2005,"Women","65+","MultipleMyeloma",27.9,1275
2006,"Women","65+","MultipleMyeloma",28.1,1288
2007,"Women","65+","MultipleMyeloma",29,1332
2008,"Women","65+","MultipleMyeloma",31.1,1447
2009,"Women","65+","MultipleMyeloma",30.8,1445
2010,"Women","65+","MultipleMyeloma",30.3,1449
2011,"Women","65+","MultipleMyeloma",29.3,1419
2012,"Women","65+","MultipleMyeloma",31.1,1555
2013,"Women","65+","MultipleMyeloma",38.1,1949
2014,"Women","65+","MultipleMyeloma",38.4,2007
2015,"Women","65+","MultipleMyeloma",35.8,1902
2016,"Women","65+","MultipleMyeloma",36.2,1951
2017,"Women","65+","MultipleMyeloma",36.7,2004
2018,"Women","65+","MultipleMyeloma",35,1937
2019,"Women","65+","MultipleMyeloma",38,2138
2001,"Women","65+","Non-Hodgkin Lymphoma",51.9,2355
2002,"Women","65+","Non-Hodgkin Lymphoma",52.6,2390
2003,"Women","65+","Non-Hodgkin Lymphoma",55.1,2509
2004,"Women","65+","Non-Hodgkin Lymphoma",55.2,2521
2005,"Women","65+","Non-Hodgkin Lymphoma",55.7,2552
2006,"Women","65+","Non-Hodgkin Lymphoma",58.3,2667
2007,"Women","65+","Non-Hodgkin Lymphoma",59,2709
2008,"Women","65+","Non-Hodgkin Lymphoma",64.9,3014
2009,"Women","65+","Non-Hodgkin Lymphoma",65.6,3088
2010,"Women","65+","Non-Hodgkin Lymphoma",62.9,3006
2011,"Women","65+","Non-Hodgkin Lymphoma",66.2,3212
2012,"Women","65+","Non-Hodgkin Lymphoma",69.1,3460
2013,"Women","65+","Non-Hodgkin Lymphoma",66.8,3419
2014,"Women","65+","Non-Hodgkin Lymphoma",62.8,3282
2015,"Women","65+","Non-Hodgkin Lymphoma",63.8,3384
2016,"Women","65+","Non-Hodgkin Lymphoma",63.6,3427
2017,"Women","65+","Non-Hodgkin Lymphoma",63.9,3490
2018,"Women","65+","Non-Hodgkin Lymphoma",61.6,3408
2019,"Women","65+","Non-Hodgkin Lymphoma",61.7,3466
2001,"Women","65+","Oesophagus",41,1859
2002,"Women","65+","Oesophagus",40.2,1828
2003,"Women","65+","Oesophagus",41.3,1882
2004,"Women","65+","Oesophagus",38.8,1773
2005,"Women","65+","Oesophagus",39.6,1812
2006,"Women","65+","Oesophagus",39.7,1817
2007,"Women","65+","Oesophagus",39.4,1810
2008,"Women","65+","Oesophagus",37.9,1758
2009,"Women","65+","Oesophagus",37.4,1760
2010,"Women","65+","Oesophagus",39,1863
2011,"Women","65+","Oesophagus",35.9,1742
2012,"Women","65+","Oesophagus",38.2,1909
2013,"Women","65+","Oesophagus",37.3,1911
2014,"Women","65+","Oesophagus",37,1933
2015,"Women","65+","Oesophagus",36.5,1938
2016,"Women","65+","Oesophagus",34.4,1856
2017,"Women","65+","Oesophagus",34.2,1868
2018,"Women","65+","Oesophagus",34.2,1893
2019,"Women","65+","Oesophagus",34,1909
2001,"Women","65+","Oral",17.7,804
2002,"Women","65+","Oral",16.9,770
2003,"Women","65+","Oral",17.9,815
2004,"Women","65+","Oral",18.4,838
2005,"Women","65+","Oral",19.5,894
2006,"Women","65+","Oral",20,916
2007,"Women","65+","Oral",19.7,904
2008,"Women","65+","Oral",22.4,1038
2009,"Women","65+","Oral",21.5,1010
2010,"Women","65+","Oral",23.1,1102
2011,"Women","65+","Oral",23.5,1141
2012,"Women","65+","Oral",24,1203
2013,"Women","65+","Oral",24.2,1239
2014,"Women","65+","Oral",24.6,1286
2015,"Women","65+","Oral",24.6,1308
2016,"Women","65+","Oral",24.9,1345
2017,"Women","65+","Oral",24.7,1350
2018,"Women","65+","Oral",26.3,1456
2019,"Women","65+","Oral",27.3,1536
2001,"Women","65+","Ovary",69.9,3171
2002,"Women","65+","Ovary",67.1,3051
2003,"Women","65+","Ovary",67.3,3068
2004,"Women","65+","Ovary",64.7,2951
2005,"Women","65+","Ovary",67,3067
2006,"Women","65+","Ovary",64.6,2952
2007,"Women","65+","Ovary",64.5,2965
2008,"Women","65+","Ovary",63.1,2932
2009,"Women","65+","Ovary",66.1,3111
2010,"Women","65+","Ovary",64.9,3098
2011,"Women","65+","Ovary",64.9,3145
2012,"Women","65+","Ovary",61.8,3094
2013,"Women","65+","Ovary",62.9,3221
2014,"Women","65+","Ovary",63,3294
2015,"Women","65+","Ovary",59.6,3165
2016,"Women","65+","Ovary",60,3236
2017,"Women","65+","Ovary",56.1,3065
2018,"Women","65+","Ovary",56,3097
2019,"Women","65+","Ovary",57,3201
2001,"Women","65+","Pancreas",54.7,2484
2002,"Women","65+","Pancreas",53.6,2435
2003,"Women","65+","Pancreas",54.7,2490
2004,"Women","65+","Pancreas",56.2,2565
2005,"Women","65+","Pancreas",57,2607
2006,"Women","65+","Pancreas",59.9,2741
2007,"Women","65+","Pancreas",59.4,2730
2008,"Women","65+","Pancreas",61.6,2861
2009,"Women","65+","Pancreas",62.2,2926
2010,"Women","65+","Pancreas",60.8,2904
2011,"Women","65+","Pancreas",61.2,2969
2012,"Women","65+","Pancreas",61.9,3096
2013,"Women","65+","Pancreas",65.2,3336
2014,"Women","65+","Pancreas",62.2,3253
2015,"Women","65+","Pancreas",64,3401
2016,"Women","65+","Pancreas",63.7,3434
2017,"Women","65+","Pancreas",62.3,3401
2018,"Women","65+","Pancreas",62,3427
2019,"Women","65+","Pancreas",64.4,3616
2001,"Women","65+","Stomach",48.4,2197
2002,"Women","65+","Stomach",47.3,2150
2003,"Women","65+","Stomach",45,2051
2004,"Women","65+","Stomach",43.1,1966
2005,"Women","65+","Stomach",40.5,1851
2006,"Women","65+","Stomach",40.1,1835
2007,"Women","65+","Stomach",40.2,1847
2008,"Women","65+","Stomach",38.5,1790
2009,"Women","65+","Stomach",36.5,1718
2010,"Women","65+","Stomach",35.5,1694
2011,"Women","65+","Stomach",33.2,1612
2012,"Women","65+","Stomach",30.9,1544
2013,"Women","65+","Stomach",31.4,1605
2014,"Women","65+","Stomach",27.5,1439
2015,"Women","65+","Stomach",28.5,1515
2016,"Women","65+","Stomach",26,1404
2017,"Women","65+","Stomach",24.6,1344
2018,"Women","65+","Stomach",25,1382
2019,"Women","65+","Stomach",26,1462
2001,"Women","65+","Thyroid",5.5,249
2002,"Women","65+","Thyroid",5.8,263
2003,"Women","65+","Thyroid",5.9,268
2004,"Women","65+","Thyroid",6,273
2005,"Women","65+","Thyroid",6.9,316
2006,"Women","65+","Thyroid",6.9,316
2007,"Women","65+","Thyroid",7.5,346
2008,"Women","65+","Thyroid",7.4,345
2009,"Women","65+","Thyroid",7.5,351
2010,"Women","65+","Thyroid",7.5,360
2011,"Women","65+","Thyroid",8.7,424
2012,"Women","65+","Thyroid",9.7,486
2013,"Women","65+","Thyroid",9.7,498
2014,"Women","65+","Thyroid",9.6,503
2015,"Women","65+","Thyroid",10.2,540
2016,"Women","65+","Thyroid",10.1,544
2017,"Women","65+","Thyroid",10.8,589
2018,"Women","65+","Thyroid",10.2,564
2019,"Women","65+","Thyroid",11,620
